﻿cnpj_analisado,vendedor_responsavel,codigo_cliente,status_receita,classificacao,prioridade_geral,score_oportunidade,score_higiene,dias_inativos,score_recencia,score_porte,porte_detectado,score_afinidade,flags_qualidade,cadastro_valido,num_divergencias,divergencias_resumo,acao_recomendada,acao_administrativa,data_consulta,web_operacao_ativa,web_link_principal,web_resumo_atuacao,razao_social,nome_fantasia,natureza_juridica,porte,capital_social,data_inicio_atividade,situacao_cadastral,data_situacao_cadastral,motivo_situacao_cadastral,situacao_especial,data_situacao_especial,cep,logradouro,numero,complemento,bairro,municipio,uf,ddd_telefone_1,ddd_telefone_2,ddd_fax,email,cnae_fiscal,cnae_fiscal_descricao,cnaes_secundarios,opcao_pelo_simples,data_opcao_pelo_simples,data_exclusao_do_simples,opcao_pelo_mei,data_opcao_pelo_mei,data_exclusao_do_mei,ente_federativo_responsavel,qsa_socios
01.214.567/xxxx-xx,Sem Vendedor,63,INAPTA,🟣 INAPTA — REGULARIZÁVEL,BAIXA,20,65,-1,N/D,85,ME,100,DATA_ULTIMA_COMPRA_ILEGIVEL,NÃO,0,,"Situação regularizável (RF). Gancho comercial: informar a pendência cadastral e oferecer suporte — retomar fornecimento de reposição de papelaria (cadernos, lápis, canetas) após regularização. Não faturar até normalização.",SUSPENDER FATURAMENTO até regularização,2026-06-18T23:53:42.443Z,NÃO,,Segmento: Comércio varejista de artigos de papelaria · Local: SAO PAULO/SP · Sem telefone na RF · Sem e-mail na RF,W.S. **************,,Sociedade Empresária Limitada,MICRO EMPRESA,"R$ 0,00",1996-05-20,INAPTA,2026-05-12,63,,,02960***,MANUEL *******,***,,FREGUESIA *****,SAO PAULO,SP,,,,,4761003,Comércio varejista de artigos de papelaria,,SIM,2007-07-01,,NÃO,,,,M**** W******** C****** (Sócio-Administrador); T**** M**** D******** A******** C****** (Sócio-Administrador)
60.622.958/xxxx-xx,Sem Vendedor,65,INAPTA,🟣 INAPTA — REGULARIZÁVEL,BAIXA,8,65,-1,N/D,65,DEMAIS,20,DATA_ULTIMA_COMPRA_ILEGIVEL,NÃO,0,,"Situação regularizável (RF). Gancho comercial: informar a pendência cadastral e oferecer suporte — retomar fornecimento de portfólio completo (papelaria, escritório, educacional) após regularização. Não faturar até normalização.",SUSPENDER FATURAMENTO até regularização,2026-06-18T23:53:42.801Z,NÃO,,Segmento: Construção de edifícios · Local: SAO PAULO/SP · Sem telefone na RF · Sem e-mail na RF,CONSTRUTORA **************,COLOMBINI *****,Sociedade Empresária Limitada,DEMAIS,"R$ 0,00",1970-01-21,INAPTA,2021-03-12,63,,,04038***,BORGES *****,***,,VILA **********,SAO PAULO,SP,,,,,4120400,Construção de edifícios,4299501 - Construção de instalações esportivas e recreativas,,,,,,,,C**** L*** C******** (Sócio-Administrador); F***** E***** C******** (Sócio); N****** P**** D*** (Sócio)
58.926.759/xxxx-xx,Sem Vendedor,66,BAIXADA,🔴 DESCARTE / ARQUIVO,DESCARTE,0,85,-1,N/D,65,DEMAIS,20,DATA_ULTIMA_COMPRA_ILEGIVEL,NÃO,0,,Arquivar. Cruzar QSA: sócio pode ter reaberto em novo CNPJ.,BLOQUEAR CADASTRO — Empresa BAIXADA,2026-06-18T23:53:42.789Z,NÃO,,Segmento: Atividade odontológica · Local: SAO PAULO/SP · Capital: R$ 100.000 · Tel RF: (11) ****-5057 · Sem e-mail na RF,CETO ***************************************,,Sociedade Simples Limitada,DEMAIS,"R$ 100.000,00",1988-06-14,BAIXADA,2014-03-20,1,,,04249***,RIGA *****,***,,VILA ************,SAO PAULO,SP,(11) ****-5057,(11) ****-5058,(11) ****-3476,,8630504,Atividade odontológica,,,,,,,,,L****** G******** V****** (Sócio-Administrador); M****** M***** M******* (Sócio-Administrador); P**** V****** D*** (Sócio-Administrador); R****** G******** V****** (Sócio-Administrador)
61.159.844/xxxx-xx,Sem Vendedor,67,INAPTA,🟣 INAPTA — REGULARIZÁVEL,BAIXA,8,65,-1,N/D,65,DEMAIS,20,SEM_DATA_ULTIMA_COMPRA,NÃO,0,,"Situação regularizável (RF). Gancho comercial: informar a pendência cadastral e oferecer suporte — retomar fornecimento de portfólio completo (papelaria, escritório, educacional) após regularização. Não faturar até normalização.",SUSPENDER FATURAMENTO até regularização,2026-06-18T23:53:42.974Z,NÃO,,Segmento: Fabricação de equipamentos e acessórios para segurança pessoal e profissional · Local: SAO PAULO/SP · Capital: R$ 3.000.000 · Sem telefone na RF · Sem e-mail na RF,DURAVEIS ******************************,DURAVEIS *****,Sociedade Empresária Limitada,DEMAIS,"R$ 3.000.000,00",1968-02-05,INAPTA,2019-03-21,63,,,04246***,ANCHIETA *****,***,,SACOMAN *****,SAO PAULO,SP,,,,,3292202,Fabricação de equipamentos e acessórios para segurança pessoal e profissional,3250707 - Fabricação de artigos ópticos,,,,,,,,I**** LEO B*** (Sócio-Administrador); M**** B*** (Sócio-Administrador)
68.893.817/xxxx-xx,Sem Vendedor,68,BAIXADA,🔴 DESCARTE / ARQUIVO,DESCARTE,0,55,-1,N/D,65,DEMAIS,75,SEM_DATA_ULTIMA_COMPRA,NÃO,0,,Arquivar. Cruzar QSA: sócio pode ter reaberto em novo CNPJ.,BLOQUEAR CADASTRO — Empresa BAIXADA,2026-06-18T23:53:43.301Z,NÃO,,Segmento: Comércio varejista de equipamentos para escritório · Local: SAO PAULO/SP · Sem telefone na RF · Sem e-mail na RF,DV **********************************,,Sociedade Empresária Limitada,DEMAIS,"R$ 0,00",1992-09-29,BAIXADA,2004-03-26,1,,,03138***,PIRES ********,***,***,VILA ********,SAO PAULO,SP,,,,,4789007,Comércio varejista de equipamentos para escritório,,,,,,,,,
03.825.875/xxxx-xx,Sem Vendedor,69,SUSPENSA,🟠 SUSPENSA — MONITORAR,BAIXA,23,85,-1,N/D,85,ME,60,DATA_ULTIMA_COMPRA_ILEGIVEL,NÃO,0,,Não abordar. Monitorar retorno à situação ATIVA.,SUSPENDER FATURAMENTO até regularização,2026-06-18T23:53:43.156Z,NÃO,,Segmento: Serviços de pré-impressão · Local: SAO PAULO/SP · Capital: R$ 5.000 · Tel RF: (11) ****-9785 · Sem e-mail na RF,ORGANICA ***********,ORGANICA *****,Sociedade Simples Limitada,MICRO EMPRESA,"R$ 5.000,00",2000-05-19,SUSPENSA,2019-12-23,21,,,03245***,INGARANA *****,***,,JARDIM ********,SAO PAULO,SP,(11) ****-9785,(11) ****-9785,(11) ****-9785,,1821100,Serviços de pré-impressão,,SIM,2007-07-01,,NÃO,,,,J****** DA S******* DE F****** S****** (Sócio-Administrador); W****** F******* S****** (Sócio-Administrador)
44.548.733/xxxx-xx,Sem Vendedor,70,ATIVA,🟡 POTENCIAL MODERADO,MEDIA,40,65,-1,N/D,95,EPP,20,SEM_DATA_ULTIMA_COMPRA,SIM,0,,"Cadência de e-mail 30/60/90 dias. Tema: portfólio completo (papelaria, escritório, educacional).",,2026-06-18T23:53:43.352Z,SIM,,Segmento: Fabricação de massas alimentícias · Local: SAO PAULO/SP · Capital: R$ 80.000 · Sem telefone na RF · Sem e-mail na RF,FABRICA **************************************,,Sociedade Empresária Limitada,EMPRESA DE PEQUENO PORTE,"R$ 80.000,00",1972-12-21,ATIVA,2005-11-03,0,,,04212***,ALMIRANTE *****,***,,IPIRANGA *****,SAO PAULO,SP,,,,,1094500,Fabricação de massas alimentícias,,NÃO,2007-07-01,2017-12-31,NÃO,,,,F***** F******* D************ (Sócio-Administrador); J****** V****** D************ (Sócio-Administrador)
59.152.322/xxxx-xx,Sem Vendedor,71,BAIXADA,🔴 DESCARTE / ARQUIVO,DESCARTE,0,85,-1,N/D,95,EPP,20,DATA_ULTIMA_COMPRA_ILEGIVEL,NÃO,0,,Arquivar. Cruzar QSA: sócio pode ter reaberto em novo CNPJ.,BLOQUEAR CADASTRO — Empresa BAIXADA,2026-06-18T23:53:43.174Z,NÃO,,Segmento: Comércio varejista de calçados · Local: SAO PAULO/SP · Capital: R$ 100.000 · Tel RF: (11) ****-2818 · Sem e-mail na RF,COLECO ***********************,ANABELLA *****,Sociedade Empresária Limitada,EMPRESA DE PEQUENO PORTE,"R$ 100.000,00",1988-08-03,BAIXADA,2024-08-09,1,,,04089***,DOS **********,***,,MOEMA *****,SAO PAULO,SP,(11) ****-2818,(11) ****-9801,(11) ****-2818,,4782201,Comércio varejista de calçados,4781400 - Comércio varejista de artigos do vestuário e acessórios,NÃO,2013-01-01,2024-08-09,NÃO,,,,E****** DOS S***** C******* (Sócio-Administrador); O***** A****** C******** (Sócio-Administrador)
53.519.021/xxxx-xx,Sem Vendedor,72,ATIVA,🟡 POTENCIAL MODERADO,MEDIA,50,85,-1,N/D,95,EPP,39,SEM_DATA_ULTIMA_COMPRA,SIM,0,,"Cadência de e-mail 30/60/90 dias. Tema: portfólio completo (papelaria, escritório, educacional).",,2026-06-18T23:53:43.158Z,SIM,,"Segmento: Comércio atacadista de instrumentos e materiais para uso médico, cirúrgico, hospitalar e de laboratórios · Local: SAO PAULO/SP · Capital: R$ 500.000 · Tel RF: (11) ****-6869 · Sem e-mail na RF",LABORDIDATICA ************,,Sociedade Empresária Limitada,EMPRESA DE PEQUENO PORTE,"R$ 500.000,00",1984-05-30,ATIVA,2003-10-04,0,,,01501***,DR. *************,***,***,LIBERDADE *****,SAO PAULO,SP,(11) ****-6869,,(11) ****-6869,,4645101,"Comércio atacadista de instrumentos e materiais para uso médico, cirúrgico, hospitalar e de laboratórios","4645103 - Comércio atacadista de produtos odontológicos; 3319800 - Manutenção e reparação de equipamentos e produtos não especificados anteriormente; 7739002 - Aluguel de equipamentos científicos, médicos e hospitalares, sem operador; 8599699 - Outras atividades de ensino não especificadas anteriormente",SIM,2013-01-01,,NÃO,,,,F***** G**** DE M******* C********** (Sócio-Administrador)
61.052.940/xxxx-xx,Sem Vendedor,73,INAPTA,🟣 INAPTA — REGULARIZÁVEL,BAIXA,8,65,-1,N/D,65,DEMAIS,20,SEM_DATA_ULTIMA_COMPRA,NÃO,0,,"Situação regularizável (RF). Gancho comercial: informar a pendência cadastral e oferecer suporte — retomar fornecimento de portfólio completo (papelaria, escritório, educacional) após regularização. Não faturar até normalização.",SUSPENDER FATURAMENTO até regularização,2026-06-18T23:53:42.821Z,NÃO,,Segmento: Fabricação de outros produtos de metal não especificados anteriormente · Local: SAO PAULO/SP · Capital: R$ 19.000.000 · Sem telefone na RF · Sem e-mail na RF,A.C.M.W. *************************,,Sociedade Empresária Limitada,DEMAIS,"R$ 19.000.000,00",1989-07-10,INAPTA,2018-10-23,63,,,03109***,CADIRIRI *****,***,,PQ ********,SAO PAULO,SP,,,,,2599399,Fabricação de outros produtos de metal não especificados anteriormente,"2599301 - Serviços de confecção de armações metálicas para a construção; 3292202 - Fabricação de equipamentos e acessórios para segurança pessoal e profissional; 3299003 - Fabricação de letras, letreiros e placas de qualquer material, exceto luminosos; 3319800 - Manutenção e reparação de equipamentos e produtos não especificados anteriormente",,,,,,,,A***** A******** B****** (Sócio); A********* P**** B****** (Sócio-Administrador); A********* P**** B****** F**** (Sócio-Administrador)
67.693.119/xxxx-xx,Sem Vendedor,74,BAIXADA,🔴 DESCARTE / ARQUIVO,DESCARTE,0,85,-1,N/D,85,ME,20,SEM_DATA_ULTIMA_COMPRA,NÃO,0,,Arquivar. Cruzar QSA: sócio pode ter reaberto em novo CNPJ.,BLOQUEAR CADASTRO — Empresa BAIXADA,2026-06-18T23:53:43.327Z,NÃO,,Segmento: Serviços de manutenção e reparação mecânica de veículos automotores · Local: SAO PAULO/SP · Tel RF: (11) ****-7181 · Sem e-mail na RF,J.A.M. *****************************************,,Sociedade Empresária Limitada,MICRO EMPRESA,"R$ 0,00",1992-03-13,BAIXADA,2016-06-09,1,,,03214***,MARQUES **************,***,,VILA **********,SAO PAULO,SP,(11) ****-7181,,(11) ****-7068,,4520001,Serviços de manutenção e reparação mecânica de veículos automotores,4520002 - Serviços de lanternagem ou funilaria e pintura de veículos automotores; 4520003 - Serviços de manutenção e reparação elétrica de veículos automotores; 4520004 - Serviços de alinhamento e balanceamento de veículos automotores,NÃO,2007-07-01,2007-12-31,NÃO,,,,J*** A****** M****** (Sócio-Administrador); L**** A******** C****** M****** (Sócio)
62.696.950/xxxx-xx,Sem Vendedor,75,ATIVA,🟡 POTENCIAL MODERADO,MEDIA,40,85,-1,N/D,95,EPP,20,DATA_ULTIMA_COMPRA_ILEGIVEL,SIM,0,,"Cadência de e-mail 30/60/90 dias. Tema: portfólio completo (papelaria, escritório, educacional).",,2026-06-18T23:53:43.177Z,SIM,,"Segmento: Fabricação de produtos de pastas celulósicas, papel, cartolina, papel-cartão e papelão ondulado não especificados anteriormente · Local: SAO PAULO/SP · Capital: R$ 50.000 · Tel RF: (11) ****-9010 · Sem e-mail na RF",IND ******************************************,,Sociedade Empresária Limitada,EMPRESA DE PEQUENO PORTE,"R$ 50.000,00",1990-04-17,ATIVA,2005-11-03,0,,,03126***,DIANOPOLIS *****,***,***,VILA ********,SAO PAULO,SP,(11) ****-9010,(11) ****-5893,(11) ****-7890,,1749400,"Fabricação de produtos de pastas celulósicas, papel, cartolina, papel-cartão e papelão ondulado não especificados anteriormente",1742799 - Fabricação de produtos de papel para uso doméstico e higiênico-sanitário não especificados anteriormente,,,,,,,,O****** P****** N**** (Sócio-Administrador); S**** M**** L*** P****** N**** (Sócio-Administrador)
60.979.630/xxxx-xx,Sem Vendedor,76,INAPTA,🟣 INAPTA — REGULARIZÁVEL,BAIXA,9,65,-1,N/D,85,ME,20,DATA_ULTIMA_COMPRA_ILEGIVEL,NÃO,0,,"Situação regularizável (RF). Gancho comercial: informar a pendência cadastral e oferecer suporte — retomar fornecimento de portfólio completo (papelaria, escritório, educacional) após regularização. Não faturar até normalização.",SUSPENDER FATURAMENTO até regularização,2026-06-18T23:53:43.200Z,NÃO,,"Segmento: Fabricação de artigos de serralheria, exceto esquadrias · Local: SAO PAULO/SP · Sem telefone na RF · Sem e-mail na RF",METALURGICA **************,,Sociedade Empresária Limitada,MICRO EMPRESA,"R$ 0,00",1967-07-13,INAPTA,2018-10-23,63,,,01520***,ALEXANDRE *****,***,***,CAMBUCI *****,SAO PAULO,SP,,,,,2542000,"Fabricação de artigos de serralheria, exceto esquadrias",,,,,,,,,B***** L**** G********* (Sócio); D***** J*** G********* (Sócio-Administrador)
52.517.653/xxxx-xx,Sem Vendedor,77,BAIXADA,🔴 DESCARTE / ARQUIVO,DESCARTE,0,65,-1,N/D,65,DEMAIS,60,SEM_DATA_ULTIMA_COMPRA,NÃO,0,,Arquivar. Cruzar QSA: sócio pode ter reaberto em novo CNPJ.,BLOQUEAR CADASTRO — Empresa BAIXADA,2026-06-18T23:53:43.194Z,NÃO,,"Segmento: Edição integrada à impressão de cadastros, listas e de outros produtos gráficos · Local: SAO PAULO/SP · Sem telefone na RF · Sem e-mail na RF",KMK *****************************,,Sociedade Empresária Limitada,DEMAIS,"R$ 0,00",1983-05-10,BAIXADA,2008-12-31,71,,,01032***,BRIGADEIRO ******,***,***,LUZ *****,SAO PAULO,SP,,,,,5829800,"Edição integrada à impressão de cadastros, listas e de outros produtos gráficos","1741902 - Fabricação de produtos de papel, cartolina, papel cartão e papelão ondulado para uso comercial e de escritório, exceto formulário contínuo; 5819100 - Edição de cadastros, listas e de outros produtos gráficos",,,,,,,,I***** G****** DE L*** (Sócio-Administrador); W***** DA S**** R****** (Sócio-Administrador)
60.442.175/xxxx-xx,Sem Vendedor,82,ATIVA,🔵 POTENCIAL ALTO,MEDIA,59,65,-1,N/D,85,ME,60,SEM_DATA_ULTIMA_COMPRA,SIM,0,,"SDR: WhatsApp + catálogo digital. Destaque: papel offset, A4 e insumos gráficos. Sem histórico de compra registrado.",,2026-06-18T23:53:43.203Z,SIM,,Segmento: Serviços de pré-impressão · Local: SAO PAULO/SP · Capital: R$ 300.000 · Sem telefone na RF · Sem e-mail na RF,LINOTEC ******************************,,Sociedade Empresária Limitada,MICRO EMPRESA,"R$ 300.000,00",1989-05-10,ATIVA,2005-11-03,0,,,01535***,MARIA *****************,***,,CAMBUCI *****,SAO PAULO,SP,,,,,1821100,Serviços de pré-impressão,,SIM,2007-07-01,,NÃO,,,,M****** C****** (Sócio-Administrador)
09.126.502/xxxx-xx,Sem Vendedor,295,BAIXADA,🔴 DESCARTE / ARQUIVO,DESCARTE,0,85,-1,N/D,85,ME,100,DATA_ULTIMA_COMPRA_ILEGIVEL,NÃO,0,,Arquivar. Cruzar QSA: sócio pode ter reaberto em novo CNPJ.,BLOQUEAR CADASTRO — Empresa BAIXADA,2026-06-18T23:54:11.004Z,NÃO,,Segmento: Comércio varejista de artigos de papelaria · Local: PONTA GROSSA/PR · Capital: R$ 20.000 · Tel RF: (42) ****-3032 · Sem e-mail na RF,TW **************,,Sociedade Empresária Limitada,MICRO EMPRESA,"R$ 20.000,00",2007-10-08,BAIXADA,2017-11-01,1,,,84070***,OTAVIANO ************,***,***,JARDIM *********,PONTA GROSSA,PR,(42) ****-3032,,,,4761003,Comércio varejista de artigos de papelaria,,NÃO,2007-10-08,2017-11-01,NÃO,,,,A***** E**** T********** J***** (Sócio-Administrador); S***** A******** T********** (Sócio-Administrador)
05.658.226/xxxx-xx,Sem Vendedor,302,BAIXADA,🔴 DESCARTE / ARQUIVO,DESCARTE,0,40,-1,N/D,85,ME,90,DATA_ULTIMA_COMPRA_ILEGIVEL,NÃO,0,,Arquivar. Cruzar QSA: sócio pode ter reaberto em novo CNPJ.,BLOQUEAR CADASTRO — Empresa BAIXADA,2026-06-18T23:54:11.413Z,NÃO,,Segmento: Comércio atacadista de artigos de escritório e de papelaria · Local: SAO PAULO/SP · Capital: R$ 10.000 · Sem telefone na RF · Sem e-mail na RF,ROMULO *****************,ROVPEL ******************,Empresário (Individual),MICRO EMPRESA,"R$ 10.000,00",2003-05-13,BAIXADA,2013-04-24,1,,,02865***,,***,,JARDIM ********,SAO PAULO,SP,,,,,4647801,Comércio atacadista de artigos de escritório e de papelaria,,NÃO,2007-07-01,2013-04-24,NÃO,,,,
61.277.489/xxxx-xx,Sem Vendedor,303,ATIVA,🔵 POTENCIAL ALTO,MEDIA,58,65,-1,N/D,65,DEMAIS,70,DATA_ULTIMA_COMPRA_ILEGIVEL,SIM,0,,"SDR: WhatsApp + catálogo digital. Destaque: portfólio completo (papelaria, escritório, educacional). Sem histórico de compra registrado.",,2026-06-18T23:54:11.339Z,SIM,,Segmento: Comércio varejista de tecidos · Local: SAO PAULO/SP · Sem telefone na RF · Sem e-mail na RF,CASA **********************************,,Sociedade Empresária Limitada,DEMAIS,"R$ 0,00",1993-03-31,ATIVA,2005-11-03,0,,,04535***,JOAO *********,***,,ITAIM *****,SAO PAULO,SP,,,,,4755501,Comércio varejista de tecidos,4329199 - Outras obras de instalações em construções não especificadas anteriormente,,,,,,,,B** P************ E E************** S/A (Sócio); H** E************** E P************ S/A (Sócio); J**** AL M**** (Administrador)
05.302.065/xxxx-xx,Sem Vendedor,305,ATIVA,🟡 POTENCIAL MODERADO,MEDIA,36,85,-1,N/D,65,DEMAIS,30,SEM_DATA_ULTIMA_COMPRA,SIM,0,,"Cadência de e-mail 30/60/90 dias. Tema: portfólio completo (papelaria, escritório, educacional).",,2026-06-18T23:54:11.335Z,SIM,,"Segmento: Comércio varejista de cosméticos, produtos de perfumaria e de higiene pessoal · Local: TOLEDO/PR · Capital: R$ 72.400 · Tel RF: (45) ****-5767 · Sem e-mail na RF",SPACO *************************,,Sociedade Empresária Limitada,DEMAIS,"R$ 72.400,00",2002-09-25,ATIVA,2004-08-21,0,,,85900***,SETE ***********,***,,CENTRO *****,TOLEDO,PR,(45) ****-5767,,,,4772500,"Comércio varejista de cosméticos, produtos de perfumaria e de higiene pessoal","4646001 - Comércio atacadista de cosméticos e produtos de perfumaria; 4754701 - Comércio varejista de móveis; 4789001 - Comércio varejista de suvenires, bijuterias e artesanatos",NÃO,2007-07-01,2020-12-31,NÃO,,,,L*** A**** DE S**** J***** (Sócio-Administrador)
02.490.296/xxxx-xx,Sem Vendedor,306,INAPTA,🟣 INAPTA — REGULARIZÁVEL,BAIXA,20,85,-1,N/D,85,ME,100,SEM_DATA_ULTIMA_COMPRA,NÃO,0,,"Situação regularizável (RF). Gancho comercial: informar a pendência cadastral e oferecer suporte — retomar fornecimento de reposição de papelaria (cadernos, lápis, canetas) após regularização. Não faturar até normalização.",SUSPENDER FATURAMENTO até regularização,2026-06-18T23:54:11.509Z,NÃO,,Segmento: Comércio varejista de artigos de papelaria · Local: LONDRINA/PR · Tel RF: (04) ****-3751 · Sem e-mail na RF,W.M.G. *****************************,,Sociedade Empresária Limitada,MICRO EMPRESA,"R$ 0,00",1998-04-13,INAPTA,2022-06-09,63,,,86060***,MARINGA *****,***,,JARDIM *********,LONDRINA,PR,(04) ****-3751,,(04) ****-0430,,4761003,Comércio varejista de artigos de papelaria,,,,,,,,,G***** M****** DOS S***** (Sócio-Administrador); R****** P*** G******** (Sócio-Administrador)
