﻿cnpj_analisado,vendedor_responsavel,codigo_cliente,status_receita,classificacao,prioridade_geral,score_oportunidade,score_higiene,dias_inativos,score_recencia,score_porte,porte_detectado,score_afinidade,flags_qualidade,cadastro_valido,num_divergencias,divergencias_resumo,acao_recomendada,acao_administrativa,data_consulta,web_operacao_ativa,web_link_principal,web_resumo_atuacao,razao_social,nome_fantasia,natureza_juridica,porte,capital_social,data_inicio_atividade,situacao_cadastral,data_situacao_cadastral,motivo_situacao_cadastral,situacao_especial,data_situacao_especial,cep,logradouro,numero,complemento,bairro,municipio,uf,ddd_telefone_1,ddd_telefone_2,ddd_fax,email,cnae_fiscal,cnae_fiscal_descricao,cnaes_secundarios,opcao_pelo_simples,data_opcao_pelo_simples,data_exclusao_do_simples,opcao_pelo_mei,data_opcao_pelo_mei,data_exclusao_do_mei,ente_federativo_responsavel,qsa_socios
00.118.891/xxxx-xx,Sem Vendedor,1774,INAPTA,🟣 INAPTA — REGULARIZÁVEL,BAIXA,8,75,-1,N/D,65,DEMAIS,20,SEM_DATA_ULTIMA_COMPRA,NÃO,1,razao_social,"Situação regularizável (RF). Gancho comercial: informar a pendência cadastral e oferecer suporte — retomar fornecimento de portfólio completo (papelaria, escritório, educacional) após regularização. Não faturar até normalização.",SUSPENDER FATURAMENTO até regularização,2026-06-18T23:47:36.171Z,NÃO,,Segmento: Agências de viagens · Local: SAO PAULO/SP · Capital: R$ 400.000 · Tel RF: (11) ****-4000 · Sem e-mail na RF,TURISCRED ***********************,TURISCRED *****,Sociedade Empresária Limitada,DEMAIS,"R$ 400.000,00",1994-07-11,INAPTA,2018-09-06,63,,,01046***,SAO *****,***,,CENTRO *****,SAO PAULO,SP,(11) ****-4000,,,,7911200,Agências de viagens,7990200 - Serviços de reservas e outros serviços de turismo não especificados anteriormente,,,,,,,,T****** V***** (Sócio-Administrador)
54.052.006/xxxx-xx,Sem Vendedor,1776,ATIVA,🔵 POTENCIAL ALTO,MEDIA,61,65,-1,N/D,65,DEMAIS,75,SEM_DATA_ULTIMA_COMPRA,NÃO,2,razao_social; municipio,SDR: WhatsApp + catálogo digital. Destaque: papelaria corporativa e materiais de escritório. Sem histórico de compra registrado.,,2026-06-18T23:47:36.171Z,SIM,,Segmento: Serviços combinados de escritório e apoio administrativo · Local: RIO DE JANEIRO/RJ · Capital: R$ 400.000 · Tel RF: (11) ****-7288 · Sem e-mail na RF,JSL *************************************,,Sociedade Empresária Limitada,DEMAIS,"R$ 400.000,00",1984-12-28,ATIVA,2005-09-24,0,,,20031***,DAS ********,***,***,CENTRO *****,RIO DE JANEIRO,RJ,(11) ****-7288,(11) ****-3596,(11) ****-7288,,8211300,Serviços combinados de escritório e apoio administrativo,,,,,,,,,J*** DE S**** L*** (Sócio-Administrador); S** U***** S******* DE C******* E I********** C********* L*** (Sócio)
01.267.030/xxxx-xx,Sem Vendedor,1777,INAPTA,🟣 INAPTA — REGULARIZÁVEL,BAIXA,9,55,-1,N/D,85,ME,20,SEM_DATA_ULTIMA_COMPRA,NÃO,1,razao_social,"Situação regularizável (RF). Gancho comercial: informar a pendência cadastral e oferecer suporte — retomar fornecimento de portfólio completo (papelaria, escritório, educacional) após regularização. Não faturar até normalização.",SUSPENDER FATURAMENTO até regularização,2026-06-18T23:47:36.172Z,NÃO,,"Segmento: Transporte rodoviário de carga, exceto produtos perigosos e mudanças, municipal. · Local: SAO PAULO/SP · Capital: R$ 10.700 · Sem telefone na RF · Sem e-mail na RF",SINAL **************************,,Sociedade Simples Limitada,MICRO EMPRESA,"R$ 10.700,00",1996-06-12,INAPTA,2018-09-06,63,,,03087***,ANTONIO ******,***,,TATUAPE *****,SAO PAULO,SP,,,,,4930201,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, municipal.",,,,,,,,,M******* DE A****** (Sócio-Administrador)
57.351.256/xxxx-xx,Sem Vendedor,1780,ATIVA,🔵 POTENCIAL ALTO,MEDIA,59,55,-1,N/D,85,ME,60,SEM_DATA_ULTIMA_COMPRA,NÃO,1,razao_social,"SDR: WhatsApp + catálogo digital. Destaque: portfólio completo (papelaria, escritório, educacional). Sem histórico de compra registrado.",,2026-06-18T23:47:36.172Z,SIM,,Segmento: Comércio varejista de outros produtos não especificados anteriormente · Local: SAO PAULO/SP · Sem telefone na RF · Sem e-mail na RF,LAVEFRIO ************************,SERVILAR *****,Sociedade Simples Limitada,MICRO EMPRESA,"R$ 0,00",1987-05-06,ATIVA,2026-03-12,0,,,04630***,TAMOIOS *****,***,,CAMPO *****,SAO PAULO,SP,,,,,4789099,Comércio varejista de outros produtos não especificados anteriormente,,NÃO,2007-07-01,2023-12-31,NÃO,,,,D***** F**** J***** (Sócio-Administrador); S***** A******** G**** F**** (Sócio-Administrador)
05.739.317/xxxx-xx,Sem Vendedor,1781,BAIXADA,🔴 DESCARTE / ARQUIVO,DESCARTE,0,20,-1,N/D,85,ME,100,DATA_ULTIMA_COMPRA_ILEGIVEL,NÃO,2,razao_social; municipio,Arquivar. Cruzar QSA: sócio pode ter reaberto em novo CNPJ.,BLOQUEAR CADASTRO — Empresa BAIXADA,2026-06-18T23:47:36.172Z,NÃO,,Segmento: Comércio varejista de artigos de papelaria · Local: CUNHA/SP · Sem telefone na RF · Sem e-mail na RF,MARCIO ***********,BAZAR ********************************,Empresário (Individual),MICRO EMPRESA,"R$ 0,00",2003-06-06,BAIXADA,2008-01-21,1,,,12540***,,***,,CAMPOS ********,CUNHA,SP,,,,,4761003,Comércio varejista de artigos de papelaria,,NÃO,2007-07-01,2008-01-20,NÃO,,,,
72.909.112/xxxx-xx,Sem Vendedor,1782,ATIVA,⚪ BAIXA PRIORIDADE,BAIXA,31,55,-1,N/D,65,DEMAIS,20,DATA_ULTIMA_COMPRA_ILEGIVEL,NÃO,1,razao_social,Nutrição de longo prazo. Reavaliar no próximo ciclo.,,2026-06-18T23:47:36.172Z,SIM,,Segmento: Comércio atacadista de produtos alimentícios em geral · Local: SAO PAULO/SP · Sem telefone na RF · Sem e-mail na RF,COSTA ************************************,,Sociedade Empresária Limitada,DEMAIS,"R$ 0,00",1993-10-13,ATIVA,2025-06-16,0,,,03008***,SAMPAIO *******,***,,BRAS *****,SAO PAULO,SP,,,,,4639701,Comércio atacadista de produtos alimentícios em geral,4637199 - Comércio atacadista especializado em outros produtos alimentícios não especificados anteriormente,,,,,,,,R******* R******* (Sócio); R****** N********* (Sócio-Administrador)
03.274.894/xxxx-xx,Sem Vendedor,1783,BAIXADA,🔴 DESCARTE / ARQUIVO,DESCARTE,0,55,-1,N/D,85,ME,20,SEM_DATA_ULTIMA_COMPRA,NÃO,1,razao_social,Arquivar. Cruzar QSA: sócio pode ter reaberto em novo CNPJ.,BLOQUEAR CADASTRO — Empresa BAIXADA,2026-06-18T23:47:36.172Z,NÃO,,"Segmento: Suporte técnico, manutenção e outros serviços em tecnologia da informação · Local: SAO PAULO/SP · Capital: R$ 1.108.974 · Sem telefone na RF · Sem e-mail na RF",DRI-WEFA ************************************,,Sociedade Empresária Limitada,MICRO EMPRESA,"R$ 1.108.974,00",1999-07-13,BAIXADA,2007-10-05,1,,,01473***,BRIGADEIRO **********,***,***,JARDIM **********,SAO PAULO,SP,,,,,6209100,"Suporte técnico, manutenção e outros serviços em tecnologia da informação",,,,,,,,,A****** J*** B******* S***** DE C****** (Administrador); G***** I******* I*** (Sócio Pessoa Jurídica Domiciliado no Exterior)
00.584.512/xxxx-xx,Sem Vendedor,1784,BAIXADA,🔴 DESCARTE / ARQUIVO,DESCARTE,0,85,-1,N/D,85,ME,100,DATA_ULTIMA_COMPRA_ILEGIVEL,NÃO,0,,Arquivar. Cruzar QSA: sócio pode ter reaberto em novo CNPJ.,BLOQUEAR CADASTRO — Empresa BAIXADA,2026-06-18T23:47:36.172Z,NÃO,,Segmento: Comércio varejista de artigos de papelaria · Local: SINOP/MT · Capital: R$ 15.000 · Tel RF: (66) ****-4463 · Sem e-mail na RF,VALDECI ************************,PAPELARIA *******************,Sociedade Empresária Limitada,MICRO EMPRESA,"R$ 15.000,00",1995-05-04,BAIXADA,2022-05-13,1,,,78550***,DAS *******,***,***,SETOR *****************,SINOP,MT,(66) ****-4463,,,,4761003,Comércio varejista de artigos de papelaria,4755502 - Comercio varejista de artigos de armarinho; 4782202 - Comércio varejista de artigos de viagem; 4781400 - Comércio varejista de artigos do vestuário e acessórios; 4763601 - Comércio varejista de brinquedos e artigos recreativos; 4785799 - Comércio varejista de outros artigos usados; 8219901 - Fotocópias,NÃO,2007-07-01,2022-05-13,NÃO,,,,C******* C*** DE P**** (Sócio); E******** C*** DE P**** (Sócio); V****** C*** DE P**** (Sócio-Administrador)
05.581.470/xxxx-xx,Sem Vendedor,1785,BAIXADA,🔴 DESCARTE / ARQUIVO,DESCARTE,0,30,-1,N/D,85,ME,100,DATA_ULTIMA_COMPRA_ILEGIVEL,NÃO,1,razao_social,Arquivar. Cruzar QSA: sócio pode ter reaberto em novo CNPJ.,BLOQUEAR CADASTRO — Empresa BAIXADA,2026-06-18T23:47:36.172Z,NÃO,,Segmento: Comércio varejista de artigos de papelaria · Local: SAO PAULO/SP · Sem telefone na RF · Sem e-mail na RF,MARIA ****************************,,Empresário (Individual),MICRO EMPRESA,"R$ 0,00",2003-01-31,BAIXADA,2025-06-11,1,,,08450***,,***,,LAGEADO *****,SAO PAULO,SP,,,,,4761003,Comércio varejista de artigos de papelaria,,NÃO,2007-07-01,2025-06-11,NÃO,2017-01-01,2025-06-11,,
02.952.225/xxxx-xx,Sem Vendedor,1786,BAIXADA,🔴 DESCARTE / ARQUIVO,DESCARTE,0,75,-1,N/D,85,ME,20,SEM_DATA_ULTIMA_COMPRA,NÃO,1,razao_social,Arquivar. Cruzar QSA: sócio pode ter reaberto em novo CNPJ.,BLOQUEAR CADASTRO — Empresa BAIXADA,2026-06-18T23:47:36.172Z,NÃO,,Segmento: Consultoria em tecnologia da informação · Local: SAO PAULO/SP · Capital: R$ 2.000 · Tel RF: (11) ****-3623 · Sem e-mail na RF,HUBNER **************************,,Sociedade Empresária Limitada,MICRO EMPRESA,"R$ 2.000,00",1999-01-13,BAIXADA,2011-02-25,1,,,03090***,VELHA ********,***,***,TATUAPE *****,SAO PAULO,SP,(11) ****-3623,,(11) ****-8051,,6204000,Consultoria em tecnologia da informação,,,,,,,,,E****** P****** (Sócio-Administrador); E******** H***** R****** P****** (Sócio-Administrador)
52.082.096/xxxx-xx,Sem Vendedor,1788,BAIXADA,🔴 DESCARTE / ARQUIVO,DESCARTE,0,65,-1,N/D,95,EPP,20,DATA_ULTIMA_COMPRA_ILEGIVEL,NÃO,2,razao_social; municipio,Arquivar. Cruzar QSA: sócio pode ter reaberto em novo CNPJ.,BLOQUEAR CADASTRO — Empresa BAIXADA,2026-06-18T23:47:36.172Z,NÃO,,"Segmento: Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica · Local: SAO PAULO/SP · Capital: R$ 100.000 · Tel RF: (13) ****-2943 · Sem e-mail na RF",YOSHIO ****************,YOSHIO ***********,Sociedade Empresária Limitada,EMPRESA DE PEQUENO PORTE,"R$ 100.000,00",1982-11-23,BAIXADA,2024-05-20,1,,,04562***,ANDRE ******,***,***,BROOKLIN ********,SAO PAULO,SP,(13) ****-2943,(13) ****-2945,(13) ****-1945,,7020400,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica",,NÃO,2007-07-01,2009-12-31,NÃO,,,,P**** Y***** T***** (Sócio-Administrador)
68.372.382/xxxx-xx,Sem Vendedor,1789,ATIVA,🟡 POTENCIAL MODERADO,MEDIA,40,75,-1,N/D,95,EPP,20,DATA_ULTIMA_COMPRA_ILEGIVEL,NÃO,1,razao_social,"Cadência de e-mail 30/60/90 dias. Tema: portfólio completo (papelaria, escritório, educacional).",,2026-06-18T23:47:36.172Z,SIM,,Segmento: Fabricação de outros produtos de metal não especificados anteriormente · Local: SAO PAULO/SP · Capital: R$ 250.000 · Tel RF: (11) ****-1208 · Sem e-mail na RF,STAMBEER *************************,STAMBEER *****,Sociedade Empresária Limitada,EMPRESA DE PEQUENO PORTE,"R$ 250.000,00",1992-08-20,ATIVA,2002-11-30,0,,,02541***,URBANO *****,***,,IMIRIM *****,SAO PAULO,SP,(11) ****-1208,(11) ****-6315,(11) ****-6315,,2599399,Fabricação de outros produtos de metal não especificados anteriormente,"2599301 - Serviços de confecção de armações metálicas para a construção; 3292202 - Fabricação de equipamentos e acessórios para segurança pessoal e profissional; 3299003 - Fabricação de letras, letreiros e placas de qualquer material, exceto luminosos; 3319800 - Manutenção e reparação de equipamentos e produtos não especificados anteriormente",NÃO,2007-07-01,2022-12-31,NÃO,,,,E****** S******* (Sócio-Administrador); N****** S******* (Sócio-Administrador)
96.409.172/xxxx-xx,Sem Vendedor,1790,ATIVA,🟡 POTENCIAL MODERADO,MEDIA,44,75,-1,N/D,65,DEMAIS,45,SEM_DATA_ULTIMA_COMPRA,NÃO,1,razao_social,"Cadência de e-mail 30/60/90 dias. Tema: portfólio completo (papelaria, escritório, educacional).",,2026-06-18T23:47:36.172Z,SIM,,Segmento: Comércio atacadista de equipamentos de informática · Local: SAO PAULO/SP · Capital: R$ 150.000 · Tel RF: (11) ****-5000 · Sem e-mail na RF,HABILTECS *************************************,HABILTEC *****,Sociedade Empresária Limitada,DEMAIS,"R$ 150.000,00",1993-03-13,ATIVA,2022-02-23,0,,,05051***,FABIA *****,***,,VILA ******,SAO PAULO,SP,(11) ****-5000,,(11) ****-5001,,4651601,Comércio atacadista de equipamentos de informática,4651602 - Comércio atacadista de suprimentos para informática; 4652400 - Comércio atacadista de componentes eletrônicos e equipamentos de telefonia e comunicação; 9511800 - Reparação e manutenção de computadores e de equipamentos periféricos; 7733100 - Aluguel de máquinas e equipamentos para escritórios,,,,,,,,D**** W****** (Sócio-Administrador); J*** A****** LIA DE S***** M***** (Sócio-Administrador); N** H******* A***** R*** (Sócio-Administrador)
96.483.987/xxxx-xx,Sem Vendedor,1791,ATIVA,🟡 POTENCIAL MODERADO,MEDIA,40,75,-1,N/D,95,EPP,20,DATA_ULTIMA_COMPRA_ILEGIVEL,NÃO,1,razao_social,"Cadência de e-mail 30/60/90 dias. Tema: portfólio completo (papelaria, escritório, educacional).",,2026-06-18T23:47:36.173Z,SIM,,Segmento: Atividades de franqueadas do Correio Nacional · Local: JACAREI/SP · Capital: R$ 660.000 · Tel RF: (12) ****-5261 · Sem e-mail na RF,TAKASHIRO *************,AGF *********,Sociedade Empresária Limitada,EMPRESA DE PEQUENO PORTE,"R$ 660.000,00",1993-12-08,ATIVA,2005-11-03,0,,,12322***,SAO ********,***,,SAO *****,JACAREI,SP,(12) ****-5261,,,,5310502,Atividades de franqueadas do Correio Nacional,,SIM,2007-07-01,,NÃO,,,,G******* I***** M***** (Sócio-Administrador); T****** R*** T******** (Sócio-Administrador)
00.640.071/xxxx-xx,Sem Vendedor,1794,ATIVA,🟡 POTENCIAL MODERADO,MEDIA,49,65,-1,N/D,65,DEMAIS,54,DATA_ULTIMA_COMPRA_ILEGIVEL,NÃO,2,razao_social; municipio,"Cadência de e-mail 30/60/90 dias. Tema: portfólio completo (papelaria, escritório, educacional).",,2026-06-18T23:47:36.173Z,SIM,,"Segmento: Comércio atacadista de mercadorias em geral, com predominância de produtos alimentícios · Local: GUARULHOS/SP · Capital: R$ 4.000.002 · Tel RF: (11) ****-6000 · Sem e-mail na RF",CALVO **************************************,CALVO *****,Sociedade Empresária Limitada,DEMAIS,"R$ 4.000.002,00",1995-05-29,ATIVA,2005-11-03,0,,,07143***,JAMIL **********,***,***,JARDIM **************,GUARULHOS,SP,(11) ****-6000,,(11) ****-6003,,4691500,"Comércio atacadista de mercadorias em geral, com predominância de produtos alimentícios","4639701 - Comércio atacadista de produtos alimentícios em geral; 4646002 - Comércio atacadista de produtos de higiene pessoal; 4647801 - Comércio atacadista de artigos de escritório e de papelaria; 4649408 - Comércio atacadista de produtos de higiene, limpeza e conservação domiciliar",,,,,,,,A****** M***** F****** L**** (Sócio-Administrador); A****** C**** F****** L**** (Sócio-Administrador); I****** DE F***** L**** C**** T****** (Sócio); J*** C***** F****** L**** (Sócio-Administrador); L*** P**** L**** C**** (Sócio); M******* C**** C********* (Sócio)
01.185.213/xxxx-xx,Sem Vendedor,1795,INAPTA,🟣 INAPTA — REGULARIZÁVEL,BAIXA,20,65,-1,N/D,85,ME,100,DATA_ULTIMA_COMPRA_ILEGIVEL,NÃO,0,,"Situação regularizável (RF). Gancho comercial: informar a pendência cadastral e oferecer suporte — retomar fornecimento de reposição de papelaria (cadernos, lápis, canetas) após regularização. Não faturar até normalização.",SUSPENDER FATURAMENTO até regularização,2026-06-18T23:47:36.173Z,NÃO,,Segmento: Comércio varejista de artigos de papelaria · Local: JUNDIAI/SP · Capital: R$ 30.000 · Sem telefone na RF · Sem e-mail na RF,PAPELARIA **********************,PAPER *****,Sociedade Empresária Limitada,MICRO EMPRESA,"R$ 30.000,00",1996-05-06,INAPTA,2018-12-21,63,,,13202***,MOREIRA *****,***,,VL *****,JUNDIAI,SP,,,,,4761003,Comércio varejista de artigos de papelaria,,NÃO,2007-07-01,2012-12-31,NÃO,,,,C**** C****** G****** (Sócio); M***** C****** G****** (Sócio-Administrador)
01.576.333/xxxx-xx,Sem Vendedor,1796,BAIXADA,🔴 DESCARTE / ARQUIVO,DESCARTE,0,20,-1,N/D,85,ME,60,DATA_ULTIMA_COMPRA_ILEGIVEL,NÃO,2,razao_social; municipio,Arquivar. Cruzar QSA: sócio pode ter reaberto em novo CNPJ.,BLOQUEAR CADASTRO — Empresa BAIXADA,2026-06-18T23:47:36.173Z,NÃO,,Segmento: Comércio varejista de outros produtos não especificados anteriormente · Local: CACHOEIRA PAULISTA/SP · Sem telefone na RF · Sem e-mail na RF,DANIEL ******************,MAGRIF *********,Empresário (Individual),MICRO EMPRESA,"R$ 0,00",1996-12-02,BAIXADA,2013-10-01,54,,,12630***,,***,,CENTRO *****,CACHOEIRA PAULISTA,SP,,,,,4789099,Comércio varejista de outros produtos não especificados anteriormente,,NÃO,2007-07-01,2013-10-01,NÃO,,,,
00.493.408/xxxx-xx,Sem Vendedor,1797,BAIXADA,🔴 DESCARTE / ARQUIVO,DESCARTE,0,65,-1,N/D,85,ME,100,SEM_DATA_ULTIMA_COMPRA,NÃO,0,,Arquivar. Cruzar QSA: sócio pode ter reaberto em novo CNPJ.,BLOQUEAR CADASTRO — Empresa BAIXADA,2026-06-18T23:47:36.173Z,NÃO,,Segmento: Comércio varejista de artigos de papelaria · Local: SAO PAULO/SP · Sem telefone na RF · Sem e-mail na RF,PORTO *************,PORTO ********,Sociedade Empresária Limitada,MICRO EMPRESA,"R$ 0,00",1995-03-16,BAIXADA,2012-08-02,1,,,05590***,CEL *******,***,,JD *********,SAO PAULO,SP,,,,,4761003,Comércio varejista de artigos de papelaria,,,,,,,,,J****** C******* (Sócio); R***** M**** M****** (Sócio-Administrador)
05.743.084/xxxx-xx,Sem Vendedor,1798,INAPTA,🟣 INAPTA — REGULARIZÁVEL,BAIXA,14,30,-1,N/D,65,DEMAIS,70,DATA_ULTIMA_COMPRA_ILEGIVEL,NÃO,1,razao_social,"Situação regularizável (RF). Gancho comercial: informar a pendência cadastral e oferecer suporte — retomar fornecimento de portfólio completo (papelaria, escritório, educacional) após regularização. Não faturar até normalização.",SUSPENDER FATURAMENTO até regularização,2026-06-18T23:47:36.173Z,NÃO,,"Segmento: Comercio varejista de artigos de cama, mesa e banho · Local: CUIABA/MT · Capital: R$ 400.000 · Sem telefone na RF · Sem e-mail na RF",S ********,MERCADAO *******,Empresário (Individual),DEMAIS,"R$ 400.000,00",2003-06-27,INAPTA,2020-10-22,63,,,78005***,,***,,CENTRO *****,CUIABA,MT,,,,,4755503,"Comercio varejista de artigos de cama, mesa e banho","4755502 - Comercio varejista de artigos de armarinho; 4713004 - Lojas de departamentos ou magazines, exceto lojas francas (Duty free); 4712100 - Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns; 4729699 - Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente; 4761003 - Comércio varejista de artigos de papelaria; 4763601 - Comércio varejista de brinquedos e artigos recreativos; 4781400 - Comércio varejista de artigos do vestuário e acessórios; 4772500 - Comércio varejista de cosméticos, produtos de perfumaria e de higiene pessoal; 4723700 - Comércio varejista de bebidas",,,,,,,,
08.585.419/xxxx-xx,Sem Vendedor,1799,ATIVA,🔵 POTENCIAL ALTO,MEDIA,59,75,-1,N/D,85,ME,60,DATA_ULTIMA_COMPRA_ILEGIVEL,NÃO,1,razao_social,"SDR: WhatsApp + catálogo digital. Destaque: portfólio completo (papelaria, escritório, educacional). Sem histórico de compra registrado.",,2026-06-18T23:47:36.173Z,SIM,,Segmento: Comércio varejista de outros artigos de uso pessoal e doméstico não especificados anteriormente · Local: CAMPO GRANDE/MS · Capital: R$ 99.800 · Tel RF: (67) ****-8652 · Sem e-mail na RF,MARIA *******************************,LOJA *********,Sociedade Empresária Limitada,MICRO EMPRESA,"R$ 99.800,00",2007-01-05,ATIVA,2007-01-05,0,,,79062***,PADRE *********,***,,JARDIM *********,CAMPO GRANDE,MS,(67) ****-8652,,,,4759899,Comércio varejista de outros artigos de uso pessoal e doméstico não especificados anteriormente,"4781400 - Comércio varejista de artigos do vestuário e acessórios; 4772500 - Comércio varejista de cosméticos, produtos de perfumaria e de higiene pessoal; 4761003 - Comércio varejista de artigos de papelaria",SIM,2007-07-01,,NÃO,,,,M**** S**** D***** DE L*** L**** (Sócio-Administrador)
